# Black: GNU Go
# BlackCommand: gnugo --mode gtp
# BlackLabel: GNU Go
# BlackVersion: 3.8
# Date: December 4, 2011 2:31:01 AM PST
# Host: dleary-macbook
# Komi: 6.5
# Referee: -
# Size: 9
# White: cy-kill
# WhiteCommand: /Users/dleary/dev/cy-kill/cy-kill "seed_rng 42"
# WhiteLabel: cy-kill
# WhiteVersion: 0.1
# Xml: 0
#
#GAME	RES_B	RES_W	RES_R	ALT	DUP	LEN	TIME_B	TIME_W	CPU_B	CPU_W	ERR	ERR_MSG
745	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
746	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
747	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
748	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
749	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
750	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
751	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
752	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
753	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
754	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
755	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
756	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
757	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
758	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
759	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
760	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
761	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
762	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
763	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
764	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
765	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
766	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
767	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
768	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
769	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
770	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
771	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
772	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
773	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
774	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
775	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
776	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
777	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
778	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
779	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
780	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
781	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
782	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
783	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
784	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
785	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
786	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
787	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
788	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
789	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
790	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
791	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
792	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
793	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
794	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
795	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
796	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
797	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
798	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
799	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
800	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
801	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
802	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
803	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
804	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
805	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
806	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
807	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
808	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
809	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
810	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
811	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
812	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
813	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
814	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
815	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
816	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
817	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
818	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
819	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
820	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
821	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
822	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
823	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
824	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
825	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
826	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
827	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
828	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
829	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
830	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
831	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
832	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
833	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
834	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
835	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
836	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
837	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
838	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
839	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
840	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
841	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
842	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
843	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
844	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
845	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
846	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
847	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
848	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
849	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
850	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
851	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
852	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
853	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
854	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
855	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
856	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
857	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
858	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
859	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
860	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
861	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
862	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
863	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
864	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
865	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
866	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
867	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
868	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
869	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
870	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
871	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
872	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
873	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
874	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
875	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
876	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
877	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
878	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
879	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
880	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
881	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
882	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
883	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
884	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
885	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
886	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
887	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
888	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
889	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
890	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
891	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
892	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
893	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
894	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
895	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
896	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
897	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
898	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
899	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
900	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
901	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
902	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
903	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
904	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
905	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
906	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
907	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
908	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
909	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
910	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
911	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
912	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
913	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
914	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
915	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
916	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
917	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
918	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
919	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
920	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
921	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
922	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
923	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
924	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
925	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
926	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
927	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
928	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
929	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
930	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
931	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
932	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
933	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
934	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
935	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
936	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
937	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
938	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
939	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
940	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
941	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
942	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
943	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
944	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
945	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
946	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
947	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
948	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
949	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
950	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
951	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
952	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
953	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
954	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
955	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
956	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
957	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
958	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
959	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
960	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
961	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
962	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
963	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
964	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
965	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
966	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
967	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
968	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
969	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
970	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
971	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
972	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
973	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
974	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
975	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
976	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
977	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
978	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
979	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
980	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
981	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
982	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
983	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
984	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
985	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
986	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
987	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
988	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
989	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
990	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
991	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
992	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
993	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
994	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
995	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
996	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
997	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
998	B+6.5	?	?	0	682	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
999	W+6.5	?	?	1	681	0	0	0	0	0	1	cy-kill: The Go program terminated unexpectedly.
